name,year,place,chef,category,location,ranking
Hamersley's,1993,Hamersley's,Gordon Hamersley,Best Chef: Northeast,"Boston, Massachusetts",Nominee
Chuck Williams,1993,Chuck Williams,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Lark Creek Inn,1993,Lark Creek Inn,Bradley Ogden,Best Chef: California,"Larkspur, California",Winner
Jerry Greenfield,1993,Jerry Greenfield,,Humanitarian of the Year,,Winner
A Mano,1993,A Mano,Norman Van Aken,Best Chef: Southeast,"Miami Beach, Florida",Nominee
JoJo & Vong,1993,JoJo & Vong,Jean-Georges Vongerichten,Outstanding Chef,"New York, New York",Nominee
Brigsten's,1993,Brigsten's,Frank Brigtsen,Best Chef: Southeast,"New Orleans, Louisiana",Nominee
,1993,,Janos Wilder,Best Chef: Southwest,"Tucson, Arizona",Nominee
Windows on the World,1993,Windows on the World,Kevin Zraly,Outstanding Wine & Spirits Professional,"New York, New York",Winner
The Boulders,1993,The Boulders,,Outstanding Wine Service,"Carefree, Arizona",Nominee
Anchor Brewing,1993,Anchor Brewing,Fritz Maytag,Outstanding Wine & Spirits Professional,"San Francisco, California",Nominee
Michael Batterberry,1993,Michael Batterberry,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Actuelle,1993,Actuelle,Victor Gielisse,Best Chef: Southwest,"Dallas, Texas",Nominee
Yannick's,1993,Yannick's,Yannick Cam,Best Chef: Mid-Atlantic,"Alexandria, Virginia",Nominee
Darrell & Oliver's Cafe Maxx,1993,Darrell & Oliver's Cafe Maxx,Oliver Saucy,Rising Star Chef of the Year,"Pompano, Florida",Nominee
Bayona,1993,Bayona,Susan Spicer,Best Chef: Southeast,"New Orleans, Louisiana",Winner
Gordon's,1993,Gordon's,,Outstanding Service,"Chicago, Illinois",Nominee
Grill Room,1993,Grill Room,,Outstanding Wine Service,"New Orleans, Louisiana",Nominee
Mesa Grill,1993,Mesa Grill,Bobby Flay,Rising Star Chef of the Year,"New York, New York",Winner
Roy's,1993,Roy's,Roy Yamaguchi,Best Chef: Pacific Northwest,"Honolulu, Hawaii",Winner
Four Seasons,1993,Four Seasons,,Outstanding Restaurant,"New York, New York",Nominee
The Rattlesnake Club,1993,The Rattlesnake Club,Jimmy Schmidt,Best Chef: Midwest,"Detroit, Michigan",Winner
Ariane Batterberry,1993,Ariane Batterberry,,Who's Who of Food & Beverage in America,"New York, New York",Winner
An American Place,1993,An American Place,Larry Forgione,Outstanding Chef,"New York, New York",Winner
Yuca,1993,Yuca,Douglas Rodriguez,Rising Star Chef of the Year,"Coral Gables, Florida",Nominee
Robert Parker,1993,Robert Parker,,Who's Who of Food & Beverage in America,"Monkton, Maryland",Winner
Le Bec Fin,1993,Le Bec Fin,Georges Perrier,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Cafe Terra Cotta,1993,Cafe Terra Cotta,Donna Nordin,Best Chef: Southwest,"Tucson, Arizona",Nominee
Peter Kumps NY Cooking School,1993,Peter Kumps NY Cooking School,Nicholas Malgieri,Outstanding Pastry Chef,"New York, New York",Nominee
André Soltner,1993,André Soltner,,Lifetime Achievement,,Winner
Gregory Usher,1993,Gregory Usher,,Who's Who of Food & Beverage in America,,Winner
Drew Nieporent,1992,Drew Nieporent,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Gael Greene,1992,Gael Greene,,Humanitarian of the Year,,Winner
Vie de Frances International Pastry Arts Center,1992,Vie de Frances International Pastry Arts Center,Albert Kumin,Outstanding Pastry Chef,"Elmsford, New York",Winner
Albert Kumin,1992,Albert Kumin,,Who's Who of Food & Beverage in America,"Stowe, Vermont",Winner
"Red Hook Ale Brewery, Inc",1992,"Red Hook Ale Brewery, Inc",Paul Shippman,Outstanding Wine & Spirits Professional,"Seattle, Washington",Nominee
Galileo Restaurant,1992,Galileo Restaurant,Roberto Donna,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
Michael Stern,1992,Michael Stern,,Who's Who of Food & Beverage in America,"New York, New York",Winner
,1992,,André Tchelistcheff,Outstanding Wine & Spirits Professional,"Napa, California",Winner
Twenty-One Federal,1992,Twenty-One Federal,Robert Kinkead,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
Mark's Place,1992,Mark's Place,Mark Militello,Best Chef: Southeast,"N. Miami, Florida",Winner
La Truc,1992,La Truc,Binh Duong,Best Chef: Southeast,"Boca Raton, Florida",Nominee
Monte Vista Firestation Restaurant,1992,Monte Vista Firestation Restaurant,Rosa Rajkovic,Best Chef: Southwest,"Albuquerque, New Mexico",Nominee
8700 at the Citadel,1992,8700 at the Citadel,Todd Hall,Rising Star Chef of the Year,"Scottsdale, Arizona",Nominee
Routh Street Cafe,1992,Routh Street Cafe,Stephan Pyles,Outstanding Chef,"Dallas, Texas",Nominee
Morade Bar & Grill,1992,Morade Bar & Grill,Andrew Swersky,Rising Star Chef of the Year,"Boca Raton, Florida",Nominee
Kaspar's by the Bay,1992,Kaspar's by the Bay,Kaspar Donier,Best Chef: Northwest,"Seattle, Washington",Nominee
Louis M Martini,1992,Louis M Martini,Louis Martini,Outstanding Wine & Spirits Professional,"St. Helena, California",Nominee
Nikko,1992,Nikko,Shiro Kashiba,Best Chef: Northwest,"Seattle, Washington",Nominee
Ernie's,1992,Ernie's,Alain Rondelli,Best Chef: California & Hawaii,"San Francisco, California",Nominee
Hogue Cellars,1992,Hogue Cellars,Mike Hogue,Outstanding Wine & Spirits Professional,"Prosser, Washington",Nominee
Monsoon Restaurant,1992,Monsoon Restaurant,Bruce Cost,Best Chef: California & Hawaii,"San Francisco, California",Nominee
Jane Stern,1992,Jane Stern,,Who's Who of Food & Beverage in America,"West Redding, Connecticut",Winner
The Cha Cha Cha,1992,The Cha Cha Cha,Toribio Prado,Rising Star Chef of the Year,"Los Angeles, California",Nominee
Julee Rosso,1992,Julee Rosso,,Who's Who of Food & Beverage in America,"Saugatuck, Michigan",Winner
City Restaurant,1992,City Restaurant,Susan Feniger,Best Chef: California & Hawaii,"Los Angeles, California",Nominee
Patricia Wells,1992,Patricia Wells,,Who's Who of Food & Beverage in America,,Winner
The Hunt Club,1992,The Hunt Club,Barbara Figueroa,Best Chef: Northwest,"Seattle, Washington",Winner
Craig Claiborne,1992,Craig Claiborne,,Lifetime Achievement,,Winner
Sheila Lukins,1992,Sheila Lukins,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Printers Row,1992,Printers Row,Michael Foley,Best Chef: Midwest,"Chicago, Illinois",Nominee
Susanna Foo Chinese Cuisine,1992,Susanna Foo Chinese Cuisine,Susanna Foo,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Bryan Miller,1991,Bryan Miller,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Mark's Place,1991,Mark's Place,Mark Militello,Best Chef: Southeast,"Miami, Florida",Nominee
"Patina,Galileo",1991,"Patina,Galileo",Joachim Splichal,Best Chef: California,"Los Angeles, California",Winner
Michel Richard,1991,Michel Richard,,Who's Who of Food & Beverage in America,"Washington, District of Columbia",Winner
David Bouley,1991,David Bouley,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Yuca Restaurant,1991,Yuca Restaurant,Douglas Rodriguez,Rising Star Chef of the Year,"Miami, Florida",Nominee
Boony Doon Vineyards,1991,Boony Doon Vineyards,Randall Grahm,Outstanding Wine & Spirits Professional,"Santa Cruz, California",Nominee
Monsoon,1991,Monsoon,Bruce Cost,Best Chef: California,"San Francisco, California",Nominee
M.F.K. Fisher,1991,M.F.K. Fisher,,Lifetime Achievement,,Winner
Ken Hom,1991,Ken Hom,,Who's Who of Food & Beverage in America,Paris,Winner
Charlie Trotters,1991,Charlie Trotters,,Outstanding Wine Service,"Burlingame, California",Nominee
Square One,1991,Square One,,Outstanding Wine Service,"San Francisco, Illinois",Winner
Vie de Frances International,1991,Vie de Frances International,Albert Kumin,Outstanding Pastry Chef,"Elmsford, New York",Nominee
Bill Shore,1991,Bill Shore,,Humanitarian of the Year,,Winner
Chateau Ste. Michelle,1991,Chateau Ste. Michelle,Allen Shoup,Outstanding Wine & Spirits Professional,"Woodinville, Washington",Nominee
Nancy Silverton,1991,Nancy Silverton,,Who's Who of Food & Beverage in America,"Los Angeles, California",Winner
Fullers (at the Sheraton Seattle),1991,Fullers (at the Sheraton Seattle),Caprial Pence,Best Chef: Northwest,"Seattle, Washington",Winner
Fuller's,1991,Fuller's,Caprial Pence,Rising Star Chef of the Year,"Seattle, Washington",Nominee
Le Gourmand,1991,Le Gourmand,Bruce Naftaly,Best Chef: Northwest,"Seattle, Washington",Nominee
Spago,1991,Spago,Wolfgang Puck,Outstanding Chef,"Los Angeles, California",Winner
Robert Mondavi Winery,1991,Robert Mondavi Winery,Robert Mondavi,Outstanding Wine & Spirits Professional,"Oakville, California",Winner
Alfred Portale,1989,Alfred Portale,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Darrell Corti,1989,Darrell Corti,,Who's Who of Food & Beverage in America,"Sacramento, California",Winner
Barbara Tropp,1989,Barbara Tropp,,Who's Who of Food & Beverage in America,,Winner
Emeril Lagasse,1989,Emeril Lagasse,,Who's Who of Food & Beverage in America,"New Orleans, Louisiana",Winner
Fritz Maytag,1989,Fritz Maytag,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Tony May,1989,Tony May,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Randall Grahm,1989,Randall Grahm,,Who's Who of Food & Beverage in America,"Santa Cruz, California",Winner
Alexis Bespaloff,1989,Alexis Bespaloff,,Who's Who of Food & Beverage in America,,Winner
Florence Fabricant,1989,Florence Fabricant,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Richard Melman,1989,Richard Melman,,Who's Who of Food & Beverage in America,"Chicago, Illinois",Winner
Piero Selvaggio,1988,Piero Selvaggio,,Who's Who of Food & Beverage in America,"Santa Monica, California",Winner
Kevin Zraly,1988,Kevin Zraly,,Who's Who of Food & Beverage in America,"New Paltz, New York",Winner
Anthony Dias-Blue,1988,Anthony Dias-Blue,,Who's Who of Food & Beverage in America,"Pacific Palisades, California",Winner
Cindy Pawlcyn,1988,Cindy Pawlcyn,,Who's Who of Food & Beverage in America,"Napa, California",Winner
Maida Heatter,1988,Maida Heatter,,Who's Who of Food & Beverage in America,"Miami Beach, Florida",Winner
Irena Chalmers,1988,Irena Chalmers,,Who's Who of Food & Beverage in America,"Kingston, New York",Winner
Dean Fearing,1987,Dean Fearing,,Who's Who of Food & Beverage in America,"Dallas, Texas",Winner
Alex Patout,1987,Alex Patout,,Who's Who of Food & Beverage in America,"Lafayette, Louisiana",Winner
Jon Rowley,1987,Jon Rowley,,Who's Who of Food & Beverage in America,"Seattle, Washington",Winner
Sirio Maccioni,1987,Sirio Maccioni,,Who's Who of Food & Beverage in America,"New York, New York",Winner
David Lett,1987,David Lett,,Who's Who of Food & Beverage in America,"Dundee, Oregon",Winner
Shirley Sarvis,1987,Shirley Sarvis,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Brendan Walsh,1987,Brendan Walsh,,Who's Who of Food & Beverage in America,"Ridgefield, Connecticut",Winner
Anne Rosenzweig,1987,Anne Rosenzweig,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Robert Del Grande,1987,Robert Del Grande,,Who's Who of Food & Beverage in America,"Houston, Texas",Winner
Jean-Louis Palladin,1987,Jean-Louis Palladin,,Who's Who of Food & Beverage in America,,Winner
Gerald Asher,1986,Gerald Asher,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
George Lang,1986,George Lang,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Mimi Sheraton,1986,Mimi Sheraton,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Marcella Hazan,1986,Marcella Hazan,,Who's Who of Food & Beverage in America,"Longboat Key, Florida",Winner
Anne Willan,1986,Anne Willan,,Who's Who of Food & Beverage in America,"Santa Monica, California",Winner
Pierre Franey,1986,Pierre Franey,,Who's Who of Food & Beverage in America,,Winner
Giuliano Bugialli,1986,Giuliano Bugialli,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Madeleine Kamman,1986,Madeleine Kamman,,Who's Who of Food & Beverage in America,"Barre, Vermont",Winner
Paula Wolfert,1986,Paula Wolfert,,Who's Who of Food & Beverage in America,"Sonoma, California",Winner
Diana Kennedy,1986,Diana Kennedy,,Who's Who of Food & Beverage in America,"Austin, Texas",Winner
Jacques Pépin,1986,Jacques Pépin,,Who's Who of Food & Beverage in America,"Madison, Connecticut",Winner
André Soltner,1986,André Soltner,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Calvin Trillin,1986,Calvin Trillin,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Tom Haruya Chino,1985,Tom Haruya Chino,,Who's Who of Food & Beverage in America,"Del Mar, California",Winner
Jerry Goldstein,1985,Jerry Goldstein,,Who's Who of Food & Beverage in America,"Palm Desert, California",Winner
Donn Chappellet,1985,Donn Chappellet,,Who's Who of Food & Beverage in America,"St. Helena, California",Winner
Joseph Phelps,1985,Joseph Phelps,,Who's Who of Food & Beverage in America,"St. Helena, California",Winner
Phyllis Richman,1985,Phyllis Richman,,Who's Who of Food & Beverage in America,"Tacoma Park, Maryland",Winner
Joyce Goldstein,1985,Joyce Goldstein,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Jesse Sartain,1985,Jesse Sartain,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Carole Kraus,1985,Carole Kraus,,Who's Who of Food & Beverage in America,,Winner
Susan Feniger,1985,Susan Feniger,,Who's Who of Food & Beverage in America,"Los Angeles, California",Winner
Paul Kovi,1985,Paul Kovi,,Who's Who of Food & Beverage in America,,Winner
Frieda/Karen Caplan,1985,Frieda/Karen Caplan,,Who's Who of Food & Beverage in America,"Los Alamitos, California",Winner
Tom Margittai,1985,Tom Margittai,,Who's Who of Food & Beverage in America,"Santa Fe, New Mexico",Winner
John Mariani,1985,John Mariani,,Who's Who of Food & Beverage in America,"Tuckahoe, New York",Winner
Paul Bertolli,1985,Paul Bertolli,,Who's Who of Food & Beverage in America,"Berkeley, California",Winner
Moncef Meddeb,1985,Moncef Meddeb,,Who's Who of Food & Beverage in America,"Concord, Massachusetts",Winner
James Villas,1985,James Villas,,Who's Who of Food & Beverage in America,"East Hampton, New York",Winner
Marian Burros,1985,Marian Burros,,Who's Who of Food & Beverage in America,"Bethesda, Maryland",Winner
Mary Milliken,1985,Mary Milliken,,Who's Who of Food & Beverage in America,"Los Angeles, California",Winner
Ellen Brown,1985,Ellen Brown,,Who's Who of Food & Beverage in America,"Providence, Rhode Island",Winner
Judith Jones,1985,Judith Jones,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Sibella Kraus,1985,Sibella Kraus,,Who's Who of Food & Beverage in America,,Winner
Ferdinand Metz,1985,Ferdinand Metz,,Who's Who of Food & Beverage in America,"Beacon, New York",Winner
Wolfgang Puck,1984,Wolfgang Puck,,Who's Who of Food & Beverage in America,"Beverly Hills, California",Winner
Seppi Renggli,1984,Seppi Renggli,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Michael Foley,1984,Michael Foley,,Who's Who of Food & Beverage in America,"Chicago, Illinois",Winner
Richard Arrowood,1984,Richard Arrowood,,Who's Who of Food & Beverage in America,"Glen Ellen, California",Winner
Marcel Desaulniers,1984,Marcel Desaulniers,,Who's Who of Food & Beverage in America,"Williamsburg, Virginia",Winner
Ruth Reichl,1984,Ruth Reichl,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Patrick O'Connell,1984,Patrick O'Connell,,Who's Who of Food & Beverage in America,"Washington, Virginia",Winner
Julia Child,1984,Julia Child,,Who's Who of Food & Beverage in America,,Winner
William Tuttle,1984,William Tuttle,,Who's Who of Food & Beverage in America,,Winner
Judy Rodgers,1984,Judy Rodgers,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Colman Andrews,1984,Colman Andrews,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Patricia Unterman,1984,Patricia Unterman,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Mark Miller,1984,Mark Miller,,Who's Who of Food & Beverage in America,"Santa Fe, New Mexico",Winner
Richard Graff,1984,Richard Graff,,Who's Who of Food & Beverage in America,,Winner
Dafne/Mats Engstrom,1984,Dafne/Mats Engstrom,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Larry Forgione,1984,Larry Forgione,,Who's Who of Food & Beverage in America,"New York, New York",Winner
John Rivera Sedlar,1984,John Rivera Sedlar,,Who's Who of Food & Beverage in America,"Los Angeles, California",Winner
Michael Roberts,1984,Michael Roberts,,Who's Who of Food & Beverage in America,,Winner
Jeff Hvid,1984,Jeff Hvid,,Who's Who of Food & Beverage in America,"San Anselmo, California",Winner
Jeremiah Tower,1984,Jeremiah Tower,,Who's Who of Food & Beverage in America,,Winner
Paul Draper,1984,Paul Draper,,Who's Who of Food & Beverage in America,"Cupertino, California",Winner
Michael McCarty,1984,Michael McCarty,,Who's Who of Food & Beverage in America,"Santa Monica, California",Winner
Justin Rashid,1984,Justin Rashid,,Who's Who of Food & Beverage in America,"Petoskey, Michigan",Winner
Richard Perry,1984,Richard Perry,,Who's Who of Food & Beverage in America,"Belleville, Illinois",Winner
Gordon Sinclair,1984,Gordon Sinclair,,Who's Who of Food & Beverage in America,"Ft. Lauderdale, Florida",Winner
Lydia Shire,1984,Lydia Shire,,Who's Who of Food & Beverage in America,"Boston, Massachusetts",Winner
Len Allison,1984,Len Allison,,Who's Who of Food & Beverage in America,"Wailuku, Hawaii",Winner
Steve Poses,1984,Steve Poses,,Who's Who of Food & Beverage in America,"Philadelphia, Pennsylvania",Winner
Edna Lewis,1984,Edna Lewis,,Who's Who of Food & Beverage in America,,Winner
Marian Morash,1984,Marian Morash,,Who's Who of Food & Beverage in America,"Lexington, Massachusetts",Winner
Jasper White,1984,Jasper White,,Who's Who of Food & Beverage in America,"Cambridge, Massachusetts",Winner
Ella Brennan,1984,Ella Brennan,,Who's Who of Food & Beverage in America,"New Orleans, Louisiana",Winner
Jim Nassikas,1984,Jim Nassikas,,Who's Who of Food & Beverage in America,"Mill Valley, California",Winner
Nach Waxman,1984,Nach Waxman,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Jonathan Waxman,1984,Jonathan Waxman,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Barbara Kafka,1984,Barbara Kafka,,Who's Who of Food & Beverage in America,"New York, New York",Winner
William Rice,1984,William Rice,,Who's Who of Food & Beverage in America,"Chicago, Illinois",Winner
Barry Wine,1984,Barry Wine,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Jimmy Schmidt,1984,Jimmy Schmidt,,Who's Who of Food & Beverage in America,"Detroit, Michigan",Winner
Laura Chenel,1984,Laura Chenel,,Who's Who of Food & Beverage in America,"Sonoma, California",Winner
Paul Prudhomme,1984,Paul Prudhomme,,Who's Who of Food & Beverage in America,"Harahan, Louisiana",Winner
