name,year,place,chef,category,location,ranking
Community Table,2015,Community Table,Joel Viehland,Best Chef: Northeast,"Washington, Connecticut",Semifinalist
La Folie,2015,La Folie,Jeremy Wayne,Rising Star Chef of the Year,"San Francisco, California",Semifinalist
Brigtsen's,2015,Brigtsen's,,Outstanding Service,"New Orleans, Louisiana",Semifinalist
Jack Sprat,2015,Jack Sprat,Andrew Brown,Best Chef: Northwest,"Girdwood, Alaska",Semifinalist
Sante,2015,Sante,Jeremy Hansen,Best Chef: Northwest,"Spokane, Washington",Semifinalist
Della Fattoria,2015,Della Fattoria,Edmund Weber,Outstanding Baker,"Petaluma, California",Semifinalist
Lucia,2015,Lucia,David Uygur,Best Chef: Southwest,"Dallas, Texas",Semifinalist
Panciuto,2015,Panciuto,Aaron Vandemark,Best Chef: Southeast,"Hillsborough, North Carolina",Semifinalist
Heartland Restaurant & Farm Direct Market,2015,Heartland Restaurant & Farm Direct Market,Lenny Russo,Best Chef: Midwest,"St. Paul, Minnesota",Nominee
Eventide Oyster Co.,2015,Eventide Oyster Co.,Andrew Taylor,Best Chef: Northeast,"Portland, Maine",Nominee
Sam Salvaje,2015,Sam Salvaje,,Best New Restaurant,"Dallas, Texas",Semifinalist
Prune,2015,Prune,Gabrielle Hamilton,Outstanding Chef,"New York, New York",Semifinalist
Fiola,2015,Fiola,Fabio Trabocchi,Outstanding Chef,"Washington, District of Columbia",Semifinalist
The Ivy Inn,2015,The Ivy Inn,Angelo Vangelopoulos,Best Chef: Mid-Atlantic,"Charlottesville, Virginia",Semifinalist
Della Fattoria,2015,Della Fattoria,Kathleen Weber,Outstanding Baker,"Petaluma, California",Semifinalist
Addison at the Grand Del Mar,2015,Addison at the Grand Del Mar,,Outstanding Wine Program,"San Diego, California",Semifinalist
Hearth,2015,Hearth,Marco Canora,Best Chef: New York City,"New York, New York",Nominee
Allagash Brewing Company,2015,Allagash Brewing Company,Rob Tod,"Outstanding Wine, Spirits, or Beer Professional","Portland, Maine",Semifinalist
Barbuto,2015,Barbuto,Jonathan Waxman,Best Chef: New York City,"New York, New York",Nominee
Addison at the Grand Del Mar,2015,Addison at the Grand Del Mar,William Bradley,Best Chef: West,"San Diego, California",Semifinalist
Quince,2015,Quince,Michael Tusk,Outstanding Chef,"San Francisco, California",Semifinalist
Andrew Michael Italian Kitchen,2015,Andrew Michael Italian Kitchen,Michael Hudman,Best Chef: Southeast,"Memphis, Tennessee",Nominee
Recess,2015,Recess,Greg Hardesty,Best Chef: Great Lakes,"Indianapolis, Indiana",Semifinalist
Domenica,2015,Domenica,Alon Shaya,Best Chef: South,"New Orleans, Louisiana",Winner
Arnaud's French 75 Bar,2015,Arnaud's French 75 Bar,,Outstanding Bar Program,"New Orleans, Louisiana",Nominee
Vernick Food & Drink,2015,Vernick Food & Drink,Greg Vernick,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Spoon and Stable,2015,Spoon and Stable,"Shea, Inc.",Outstanding Restaurant Design (76 Seats and Over),"Minneapolis, Minnesota",Nominee
Heartland Restaurant & Farm Direct Market,2015,Heartland Restaurant & Farm Direct Market,Lenny Russo,Best Chef: Midwest,"St. Paul, Minnesota",Nominee
Scratch Bakery,2015,Scratch Bakery,Phoebe Lawless,Outstanding Baker,"Durham, North Carolina",Semifinalist
The Macintosh,2015,The Macintosh,Jeremiah Bacon,Best Chef: Southeast,"Charleston, South Carolina",Semifinalist
Sixteen,2015,Sixteen,Thomas Lents,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Domenica,2015,Domenica,Alon Shaya,Best Chef: South,"New Orleans, Louisiana",Winner
FnB,2015,FnB,Charleen Badman,Best Chef: Southwest,"Scottsdale, Arizona",Semifinalist
The Pig & the Lady,2015,The Pig & the Lady,Andrew Le,Best Chef: West,"Honolulu, Hawaii",Semifinalist
Sally Bell's Kitchen,2015,Sally Bell's Kitchen,,America's Classics,"Richmond, Virginia",Winner
Boarding House,2015,Boarding House,Tanya Baker,Rising Star Chef of the Year,"Chicago, Illinois",Nominee
Fork,2015,Fork,,Outstanding Restaurant,"Philadelphia, Pennsylvania",Semifinalist
Patisserie 46,2015,Patisserie 46,John Kraus,Outstanding Baker,"Minneapolis, Minnesota",Semifinalist
Sine Qua Non,2015,Sine Qua Non,Manfred Krankl,"Outstanding Wine, Spirits, or Beer Professional","Oak View, California",Semifinalist
Leon's Oyster Shop,2015,Leon's Oyster Shop,Ari Kolender,Rising Star Chef of the Year,"Charleston, South Carolina",Semifinalist
Butcher and the Rye,2015,Butcher and the Rye,,Outstanding Bar Program,"Pittsburgh, Pennsylvania",Semifinalist
Take Root,2015,Take Root,Elise Kornack,Rising Star Chef of the Year,"Brooklyn, New York",Semifinalist
Meritage,2015,Meritage,Russell Klein,Best Chef: Midwest,"St. Paul, Minnesota",Semifinalist
Ardent,2015,Ardent,Justin Carlisle,Best Chef: Midwest,"Milwaukee, Wisconsin",Nominee
Al di La,2015,Al di La,Anna Klinger,Best Chef: New York City,"Brooklyn, New York",Semifinalist
Absinthe Group,2015,Absinthe Group,Bill Corbett,Outstanding Pastry Chef,"San Francisco, California",Semifinalist
Piccolo,2015,Piccolo,Doug Flicker,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
Aziza,2015,Aziza,Mourad Lahlou,Best Chef: West,"San Francisco, California",Semifinalist
Lumiére,2015,Lumiére,Michael Leviton,Outstanding Restaurateur,"Newton, Massachusetts",Semifinalist
Casanova,2015,Casanova,,Outstanding Wine Program,"Carmel, California",Semifinalist
Castagna,2015,Castagna,Justin Woodward,Best Chef: Northwest,"Portland, Oregon",Nominee
Atelier Crenn,2015,Atelier Crenn,Dominique Crenn,Best Chef: West,"San Francisco, California",Semifinalist
La Belle Vie,2015,La Belle Vie,,Outstanding Restaurant,"Minneapolis, Minnesota",Semifinalist
Carbone,2015,Carbone,Mario Carbone,Best Chef: New York City,"New York, New York",Nominee
Aburiya Raku,2015,Aburiya Raku,Mitsuo Endo,Best Chef: West,"Las Vegas, Nevada",Semifinalist
Asta,2015,Asta,Alex Crabb,Best Chef: Northeast,"Boston, Massachusetts",Semifinalist
The Boston Beer Company,2015,The Boston Beer Company,Jim Koch,"Outstanding Wine, Spirits, or Beer Professional","Boston, Massachusetts",Semifinalist
Jaleo,2015,Jaleo,,Outstanding Restaurant,"Washington, District of Columbia",Semifinalist
Chi Spacca,2015,Chi Spacca,Chad Colby,Best Chef: West,"Los Angeles, California",Semifinalist
Bazaar Meat by Jose Andres,2015,Bazaar Meat by Jose Andres,,Best New Restaurant,"Las Vegas, Nevada",Semifinalist
Town,2015,Town,Ed Kenney,Best Chef: West,"Honolulu, Hawaii",Semifinalist
Aubergine at L'Auberge Carmel,2015,Aubergine at L'Auberge Carmel,Justin Cogley,Best Chef: West,"Carmel, California",Semifinalist
Mustards Grill and Cindy's Back Street Kitchen,2015,Mustards Grill and Cindy's Back Street Kitchen,Cindy Pawlcyn,Outstanding Restaurateur,"Napa, California",Nominee
Aubergine at L'Auberge Carmel,2015,Aubergine at L'Auberge Carmel,,Outstanding Service,"Carmel, California",Semifinalist
Barmini,2015,Barmini,,Outstanding Bar Program,"Washington, District of Columbia",Semifinalist
5 Fusion and Sushi Bar,2015,5 Fusion and Sushi Bar,Joe Kim,Best Chef: Northwest,"Bend, Oregon",Semifinalist
Brennan's,2015,Brennan's,Slade Rushing,Best Chef: South,"New Orleans, Louisiana",Nominee
Fat Rice,2015,Fat Rice,Abraham Conlon,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Hearth,2015,Hearth,Marco Canora,Best Chef: New York City,"New York, New York",Nominee
Millwright's,2015,Millwright's,Tyler Anderson,Best Chef: Northeast,"Simsbury, Connecticut",Semifinalist
Mateo,2015,Mateo,Matthew Kelly,Best Chef: Southeast,"Durham, North Carolina",Semifinalist
Andrew Michael Italian Kitchen,2015,Andrew Michael Italian Kitchen,Michael Hudman,Best Chef: Southeast,"Memphis, Tennessee",Nominee
Columbia City Bakery,2015,Columbia City Bakery,Evan Andres,Outstanding Baker,"Seattle, Washington",Semifinalist
Charleston,2015,Charleston,Cindy Wolf,Best Chef: Mid-Atlantic,"Baltimore, Maryland",Nominee
Marta,2015,Marta,Nick Anderer,Best Chef: New York City,"New York, New York",Semifinalist
Bar Agricole,2015,Bar Agricole,,Outstanding Bar Program,"San Francisco, California",Nominee
Two Boroughs Larder,2015,Two Boroughs Larder,Joshua Keeler,Best Chef: Southeast,"Charleston, South Carolina",Semifinalist
Anvil Bar & Refuge,2015,Anvil Bar & Refuge,,Outstanding Bar Program,"Houston, Texas",Semifinalist
Rue Dumaine,2015,Rue Dumaine,Anne Kearney,Best Chef: Great Lakes,"Dayton, Ohio",Semifinalist
The Restaurant at Potowmack Farm,2015,The Restaurant at Potowmack Farm,Tarver King,Best Chef: Mid-Atlantic,"Lovettsville, Virginia",Semifinalist
Cakes & Ale,2015,Cakes & Ale,Billy Allin,Best Chef: Southeast,"Decatur, Georgia",Semifinalist
Quince,2015,Quince,,Outstanding Service,"San Francisco, California",Nominee
Elements,2015,Elements,Scott Anderson,Best Chef: Mid-Atlantic,"Princeton, New Jersey",Semifinalist
Providence,2015,Providence,,Outstanding Service,"Los Angeles, California",Semifinalist
"Boka Restaurant Group (Boka, Girl & the Goat, GT Fish & Oyster, Momotaro, and others)",2015,"Boka Restaurant Group (Boka, Girl & the Goat, GT Fish & Oyster, Momotaro, and others)",Rob Katz,Outstanding Restaurateur,"Chicago, Illinois",Semifinalist
42 Grams,2015,42 Grams,,Best New Restaurant,"Chicago, Illinois",Semifinalist
Abe Fisher,2015,Abe Fisher,,Best New Restaurant,"Philadelphia, Pennsylvania",Semifinalist
Heydey,2015,Heydey,Jim Christiansen,Best Chef: Midwest,"Minneapolis, Minnesota",Semifinalist
Iron Gate,2015,Iron Gate,Anthony Chittum,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Bolete,2015,Bolete,Lee Chizmar,Best Chef: Mid-Atlantic,"Bethlehem, Pennsylvania",Semifinalist
Dogfish Head Craft Brewery,2015,Dogfish Head Craft Brewery,Sam Calagione,"Outstanding Wine, Spirits, or Beer Professional","Milton, Delaware",Nominee
The Cecil,2015,The Cecil,Joseph Johnson,Rising Star Chef of the Year,"New York, New York",Semifinalist
Sepia,2015,Sepia,,Outstanding Wine Program,"Chicago, Illinois",Semifinalist
Jory Restaurant at the Allison Inn & Spa,2015,Jory Restaurant at the Allison Inn & Spa,Sunny Jin,Best Chef: Northwest,"Newberg, Oregon",Semifinalist
Artisan Boulanger Patissier,2015,Artisan Boulanger Patissier,Andre Chin,Outstanding Baker,"Philadelphia, Pennsylvania",Semifinalist
Crafthouse,2015,Crafthouse,Charles Joly,"Outstanding Wine, Spirits, or Beer Professional","Chicago, Illinois",Semifinalist
Wild Ginger,2015,Wild Ginger,,Outstanding Wine Program,"Seattle, Washington",Semifinalist
Jennifer James 101,2015,Jennifer James 101,Jennifer James,Best Chef: Southwest,"Albuquerque, New Mexico",Semifinalist
Charleston,2015,Charleston,,Outstanding Wine Program,"Baltimore, Maryland",Semifinalist
MW Restaurant,2015,MW Restaurant,Michelle Karr-Ueoka,Outstanding Pastry Chef,"Honolulu, Hawaii",Semifinalist
Lafayette,2015,Lafayette,Jennifer Yee,Outstanding Pastry Chef,"New York, New York",Semifinalist
The Grey Plume,2015,The Grey Plume,Clayton Chapman,Best Chef: Midwest,"Omaha, Nebraska",Semifinalist
The Flaky Tart,2015,The Flaky Tart,Marie Jackson,Outstanding Baker,"Atlantic Highlands, New Jersey",Semifinalist
Buvette,2015,Buvette,Jody Williams,Best Chef: New York City,"New York, New York",Semifinalist
Farmhaus,2015,Farmhaus,Kevin Willmann,Best Chef: Midwest,"St. Louis, Missouri",Semifinalist
Proof,2015,Proof,Sean Wilson,Best Chef: Midwest,"Des Moines, Iowa",Semifinalist
Vedge,2015,Vedge,Kate Jacoby,Outstanding Pastry Chef,"Philadelphia, Pennsylvania",Semifinalist
Vetri Family,2015,Vetri Family,Steve Wildy,"Outstanding Wine, Spirits, or Beer Professional","Philadelphia, Pennsylvania",Semifinalist
Travail Kitchen and Amusements,2015,Travail Kitchen and Amusements,James Winberg,Best Chef: Midwest,"Robbinsdale, Minnesota",Semifinalist
The American Restaurant,2015,The American Restaurant,Nick Wesemann,Outstanding Pastry Chef,"Kansas City, Missouri",Semifinalist
Della Fattoria,2015,Della Fattoria,Kathleen Weber,Outstanding Baker,"Petaluma, California",Semifinalist
The Modern Hotel & Bar,2015,The Modern Hotel & Bar,Nathan Whitley,Best Chef: Northwest,"Boise, Idaho",Semifinalist
Petit Trois,2015,Petit Trois,,Best New Restaurant,"Los Angeles, California",Nominee
Peter Chang China Cafe,2015,Peter Chang China Cafe,Peter Chang,Best Chef: Mid-Atlantic,"Glen Allen, Virginia",Semifinalist
Boltwood,2015,Boltwood,Brian Huston,Best Chef: Great Lakes,"Evanston, Illinois",Semifinalist
Restaurant Orsay,2015,Restaurant Orsay,Brian Whittington,Best Chef: South,"Jacksonville, Florida",Semifinalist
B. Patisserie,2015,B. Patisserie,Michel Suas,Outstanding Baker,"San Francisco, California",Nominee
La Folie,2015,La Folie,Jeremy Wayne,Rising Star Chef of the Year,"San Francisco, California",Semifinalist
Toki Underground,2015,Toki Underground,Erik Bruner-Yang,Rising Star Chef of the Year,"Washington, District of Columbia",Nominee
Bittersweet Pastry,2015,Bittersweet Pastry,Judy Contino,Outstanding Baker,"Chicago, Illinois",Semifinalist
Restaurant Guy Savoy,2015,Restaurant Guy Savoy,Mathieu Chartron,Rising Star Chef of the Year,"Las Vegas, Nevada",Semifinalist
Chai Pani,2015,Chai Pani,Meherwan Irani,Best Chef: Southeast,"Asheville, North Carolina",Semifinalist
Della Fattoria,2015,Della Fattoria,Edmund Weber,Outstanding Baker,"Petaluma, California",Semifinalist
Marcel's,2015,Marcel's,,Outstanding Service,"Washington, District of Columbia",Semifinalist
Le Petit Outre,2015,Le Petit Outre,Leif Bjelland,Outstanding Baker,"Missoula, Montana",Semifinalist
Altura,2015,Altura,Nathan Lockwood,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Moxy,2015,Moxy,Matthew Louis,Best Chef: Northeast,"Portsmouth, New Hampshire",Semifinalist
Hogstone Wood Oven,2015,Hogstone Wood Oven,Jay Blackinton,Rising Star Chef of the Year,"Orcas Island, Washington",Semifinalist
Pizzeria Bianco,2015,Pizzeria Bianco,,Outstanding Restaurant,"Phoenix, Arizona",Semifinalist
Spuntino,2015,Spuntino,Yasmin Lozada-Hissom,Outstanding Pastry Chef,"Denver, Colorado",Semifinalist
Olamaie,2015,Olamaie,,Best New Restaurant,"Austin, Texas",Semifinalist
One Eleven at the Capital,2015,One Eleven at the Capital,,Best New Restaurant,"Little Rock, Arkansas",Semifinalist
Laurel,2015,Laurel,Nicholas Elmi,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Semifinalist
Benu,2015,Benu,Corey Lee,Best Chef: West,"San Francisco, California",Nominee
Tornio,2015,Tornio,Garrett Lipar,Rising Star Chef of the Year,"Ferndale, Michigan",Semifinalist
Alleia,2015,Alleia,Daniel Lindley,Best Chef: Southeast,"Chattanooga, Tennessee",Semifinalist
Aburiya Raku,2015,Aburiya Raku,Mitsuo Endo,Best Chef: West,"Las Vegas, Nevada",Semifinalist
Petit Trois,2015,Petit Trois,,Best New Restaurant,"Los Angeles, California",Nominee
Bar Marco,2015,Bar Marco,Jamilka Borges,Rising Star Chef of the Year,"Pittsburgh, Pennsylvania",Semifinalist
Buffalo Trace Distillery,2015,Buffalo Trace Distillery,Harlen Wheatley,"Outstanding Wine, Spirits, or Beer Professional","Frankfort, Kentucky",Nominee
Toki Underground,2015,Toki Underground,Erik Bruner-Yang,Rising Star Chef of the Year,"Washington, District of Columbia",Nominee
Artisan Boulanger Patissier,2015,Artisan Boulanger Patissier,Amanda Eap,Outstanding Baker,"Philadelphia, Pennsylvania",Semifinalist
RockCreek,2015,RockCreek,Eric Donnelly,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Baked,2015,Baked,Matt Lewis,Outstanding Baker,"Brooklyn, New York",Semifinalist
Lumiére,2015,Lumiére,Michael Leviton,Outstanding Restaurateur,"Newton, Massachusetts",Semifinalist
Sixteen,2015,Sixteen,Thomas Lents,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Hungry Mother,2015,Hungry Mother,Barry Maiden,Best Chef: Northeast,"Cambridge, Massachusetts",Winner
Maude,2015,Maude,,Best New Restaurant,"Beverly Hills, California",Semifinalist
Wright & Company,2015,Wright & Company,Marc Djozlija,Best Chef: Great Lakes,"Detroit, Michigan",Semifinalist
Mei Mei,2015,Mei Mei,Irene Li,Rising Star Chef of the Year,"Boston, Massachusetts",Semifinalist
Joel Robuchon,2015,Joel Robuchon,,Outstanding Service,"Las Vegas, Nevada",Semifinalist
Lusca,2015,Lusca,,Best New Restaurant,"Atlanta, Georgia",Semifinalist
Central Provisions,2015,Central Provisions,,Best New Restaurant,"Portland, Maine",Nominee
Joel Robuchon Restaurant,2015,Joel Robuchon Restaurant,Claude Le Tohic,Outstanding Chef,"Las Vegas, Nevada",Semifinalist
Andrew Michael Italian Kitchen,2015,Andrew Michael Italian Kitchen,Andrew Ticer,Best Chef: Southeast,"Memphis, Tennessee",Nominee
McCrady's,2015,McCrady's,,Outstanding Wine Program,"Charleston, South Carolina",Nominee
Husk,2015,Husk,Sean Brock,Outstanding Chef,"Charleston, South Carolina",Nominee
Jardiniere,2015,Jardiniere,Traci Des Jardins,Outstanding Chef,"San Francisco, California",Semifinalist
The Progress,2015,The Progress,,Best New Restaurant,"San Francisco, California",Nominee
Herbsaint,2015,Herbsaint,Donald Link,Outstanding Chef,"New Orleans, Louisiana",Nominee
State Bird Provisions,2015,State Bird Provisions,Stuart Brioza,Best Chef: West,"San Francisco, California",Winner
The Willows Inn on Lummi Island,2015,The Willows Inn on Lummi Island,Blaine Wetzel,Best Chef: Northwest,"Lummi Island, Washington",Winner
Scratch Bakery,2015,Scratch Bakery,Phoebe Lawless,Outstanding Baker,"Durham, North Carolina",Semifinalist
Trois Mec,2015,Trois Mec,Ludovic Lefebvre,Best Chef: West,"Los Angeles, California",Semifinalist
B. Patisserie,2015,B. Patisserie,Belinda Leong,Outstanding Baker,"San Francisco, California",Nominee
Lincoln Ristorante,2015,Lincoln Ristorante,Jonathan Benno,Best Chef: New York City,"New York, New York",Semifinalist
The Pig & the Lady,2015,The Pig & the Lady,Andrew Le,Best Chef: West,"Honolulu, Hawaii",Semifinalist
Langbaan,2015,Langbaan,,Best New Restaurant,"Portland, Oregon",Semifinalist
"Big Burrito Restaurant Group (Casbah, Eleven, Kaya, and others)",2015,"Big Burrito Restaurant Group (Casbah, Eleven, Kaya, and others)",Tom Baron,Outstanding Restaurateur,"Pittsburgh, Pennsylvania",Semifinalist
Fork,2015,Fork,,Outstanding Restaurant,"Philadelphia, Pennsylvania",Semifinalist
Lucques,2015,Lucques,Suzanne Goin,Outstanding Chef,"Los Angeles, California",Nominee
Gramercy Tavern,2015,Gramercy Tavern,Michael Anthony,Outstanding Chef,"New York, New York",Winner
Lazy Bear,2015,Lazy Bear,,Best New Restaurant,"San Francisco, California",Semifinalist
Patisserie 46,2015,Patisserie 46,John Kraus,Outstanding Baker,"Minneapolis, Minnesota",Semifinalist
Aziza,2015,Aziza,Mourad Lahlou,Best Chef: West,"San Francisco, California",Semifinalist
Woodberry Kitchen,2015,Woodberry Kitchen,Spike Gjerde,Best Chef: Mid-Atlantic,"Baltimore, Maryland",Winner
Leon's Oyster Shop,2015,Leon's Oyster Shop,Ari Kolender,Rising Star Chef of the Year,"Charleston, South Carolina",Semifinalist
Take Root,2015,Take Root,Elise Kornack,Rising Star Chef of the Year,"Brooklyn, New York",Semifinalist
The Boston Beer Company,2015,The Boston Beer Company,Jim Koch,"Outstanding Wine, Spirits, or Beer Professional","Boston, Massachusetts",Semifinalist
Barley Swine,2015,Barley Swine,Bryce Gilmore,Best Chef: Southwest,"Austin, Texas",Nominee
Sine Qua Non,2015,Sine Qua Non,Manfred Krankl,"Outstanding Wine, Spirits, or Beer Professional","Oak View, California",Semifinalist
